year,text,birthdate
2006,"

 что-то в последнее время мысли в моем жж стали редки. Или мне просто весело и так кажется...

",1985
2006,"

 Был у нас маленький пикничок :) Очень хорошо посидели. Хорошая была маленькая компания. Маленькая - и от этого домашняя и единодушная. Никакого разброда и шатания - все тихо и мирно.  В лесу пахло грибами, влажностью и дачей. santey_ так классно пел!!! Меня проняло. Хочу в поход. Мучительно хочу в поход. Что бы там ни было. Как бы там ни было. ХАчу... Или хотя бы к Мише на вечер - послушать свои любимые ""Белую гвардию"", ""Посвящение сервантесу"", ""Одуванчиков дым"", ""Переведи меня через майдан"", ""Сон об уходящем поезде"",""Маргариту"" и дальше и дальше... Спасибо за музыку и за донесение основной части мусора :))) Идея очистить лес от пластиково-стекло-пакетного срача начинает обрастать телом :)))) что радует :))))  stargazer__  был шеф-поваром :) Спасибо :))))  _silme_  - персональная благодарность за подбитие всех на действо :)))))))  В волейбол еще поиграли. В кружок. Первый раз в этом году. Скучала я по мячику... Было приятно:)

",1985
2006,"

 дождя не случилось... Вечером легла роса. Кажется. Или это был все-таки маленький дождик... Под елками были очень лесные мягкие сумерки. Густо пахнущие влажной землей, травой, грибами... Под ногами не хлюпало :))) на бревнышке попка не мокла :)))


",1985
2006,"

 Все мои извилины свернулись в один большой вопрос. Похожий на гамлетовский. Ощущение, как будто я играю роль. Можеть быть, это и в самом деле так. Я не знаю. Я не могу этого знать пока не выйду из игры. Это как матрица. Рано или поздно наступит момент, когда цена за знание перестанет останавливать меня. Вся моя душа свернулась в зеркальную вопросу закорючку. Как инь-ян - проникая друг в друга. И я никак не разберу, где одно, где другое. Может быть, желая выйти из игры, я шагну в окно - а боль будет настоящая. И я пойму, что никакой игры не было. Что все было на самом деле. Все начинается в тот момент, когда я начинаю сомневаться, что зеркало - это стекло с серебристым напылением, а не другая страна.  Здесь должен быть какой-то выход. Простой, как один шаг. Понятный, как одно короткое слово.

",1985
2006,"

 даже не ""как""... а просто страх. И нельзя делать наперекор. Дождаться пока цель перевесит ? Когда только останется оторвать ногу и сделать это шаг. Или другой. ""что"", а не ""как"". До ""как"" - еще не дожила.


",1985
2006,"

 la_fuente  - я обнимаю тебя. Несмотря на то, что мы так давно не виделись. И пусть будет мир в твоем мире. Я почти не знаю этого мира... но все же... пусть будет!

",1985
2006,"

 какой юзерпик... подходящий ...


",1985
2006,"

 Я, кажется, немного путаю игру в открытую и игру с самим собой. Игра в открытую - это когда все игроки ВИДЯТ КАРТЫ друг друга, что не подразумевает принятие решения одним игроком за других. Как бы обеспечить это в жизни?

",1985
2006,"

 Бывают моменты, когда я вообще перестаю что-либо понимать. Сейчас один из них. Такое ощущение, что месяцы и месяцы недосказанностей, замалчивания и откладывания на потом и до лучших времен всплыли на поверхность, и я барахтаюсь в них, как в болоте. ""Лучшие времена"" наступили - ага :)... Насколько я помню, такое у меня уже не первый раз. Меня только удивляет тот факт, что я каким-то волшебным образом умудряюсь снова и снова продуцировать эти ситуации. И после каждой из них я думаю: ""Все! Теперь больше - никогда! Все сделаю, чтоб только не повторилось!"" И не делаю. И повторяется. И снова. То ли я такая тупая, то ли мне в этих ситуациях нравиться... Идиотизм с элементами мазохизма.  Дивлюсь я, короче, на себя. Дивлюсь и думаю: ""А поумнею ли я после этого раза????!!"" А ведь не факт. И я все прекрасно знаю - от кого оно зависит :))) однако ж остается выяснить в какой же момент я снова заползаю на порочный круг. Выбор, как я понимаю, совершается в момент ответа на вопрос ""Молчание - это уже ложь, или еще нет??""  Мне просто часто кажется, что прошлое - неважно. Неважно, что. неважно как. Оно ушло. Все. Дело за настоящим. И вот тут-то я и попадаюсь. И прошлое повторяется в настоящем с небольшими косметическими модификациями. Не понимаю - это только для меня патологически важно знать ЧТО ЭТО было? А все остальные - нормальные люди? А я просто любитель развесить бирочки на картотеку? Или всем все ясно, а я одна - медленный газ? Или знать нельзя, потому что знать можно только в настоящем? Сейчас. И здесь. А потом уже остается только вспоминать, додумывать или догадываться? Как же тогда жить? Я совсем запуталась. Где-то рядом бродит робкая мысль о том, что не должно быть обусловленности настоящего прошлым. Если А, то В - не катит. Только В - свободное от А. Только на деле я этого не чувствую совсем. Может быть, это моя очередная выдумочка?  Удивленная я сижу, до предела. Навернулась, представляете себе, открываю глаза - а земля вот она, прямо перед носом. Лежу, значит, и думаю: ""А как это она туда вспрыгнула, а?""

",1985
2006,"

 Вчера сдала экзамен. Первый. Теперь в лучшем случае мне остается сдать еще один. В худщем - еще три. Два было получено автоматом. Теперь я наконец-то могу выспаться. С чем я себя и поздравляю. Надеюсь, что в связи с этим у меня в голове проясниться.  всех с добрым утром :)))

",1985
2006,"

 Дело выйдет дрянь, если я на днях встречусь с конструктором и она скажет ""что так быть не может - переделай, деточка, планировочки"". Вот тут-то я и пойду убиваться ап снену. Хотя, нет.. реально жопа будет, если это скажет Казбек на защите...

",1985
2006,"

 Вчера было благополучно сдано инженерное оборудование и в зачетку неожиданно проставлено :) Вот. Одним экзамом меньше :) Что радует. Как уж я батареи подбирала :))) смешно было :)))  А сегодня с утра, вернее со вчера вечера у меня маленькая личная радость :))) Во так.

",1985
2006,"

 Вот уж действительно - чего я мучилась?! Я люблю жить. Спасибо :))) всем, кто мне рассказал об этом. Или не об этом, но все равно.

",1985
2006,"

 Пошла на взлет :))) Все супер :)))  Твоя крыша.  А у меня сегодня еще линди :) Наверно придется привязать ее веревочкой :) А то ведь унесет нафиг...  I believe in the water I believe I can touch the sky- The world is mine...

",1985
2006,"

 Дорогие и любимые френды :))), знакомые лично и не очень знакомые и вообще! Собираю желающих покататься на лошадках - маленький выход на природу на полдня :))) Состоиться мероприятие 17 или 24 (субботы) июня. От желающих требуется представление о том, что такое лошадь и с какой стороны на ней сидят... гм... мне было сказано, ""чтобы знали, что такое рысь""... гм... - если это принципиально - я расскажу тем, кто не знает :))) ( Короче вы поняли: размеры бедствия обсуждаемы) А также потребуется 750р за удовольствие, и приехать на станцию Фирсановка октябрьской ж/д (это с Ленинградского вокзала - около 40 минут) Ну и хорошее настроение и проч. проч. проч. :)))))))))))  Желающие, отзывайтесь:))) !!! Большое количество смеха, радости, удовольствия и некоторое количество физнагрузки - гарантирую :)))))

",1985
2006,"

 За такие это какие? большие или маленькие? Маршрут часа на 3. +какие-нибудь остановки, наверно, предусмотрены. А что?


",1985
2006,"

 рысь это лошадиный бег, jogging


",1985
2006,"

 ГДЕЕЕ???? Я туды прибегу мигом.


",1985
2006,"

 Когда будешь знать? Мне нужно договариваться насчет количества людей - чтоб на всех всего хватило. И чем скорее я это сделаю - тем лучше. Я планировала завтра. Но у Наташи (тренера) сегодня что-то кончились деньги на телефоне - не знаю, дозвонюсь ли в среду (завтра).


",1985
2006,"

 О, не устают удалять удивлять меня некоторые френды :)))) Подумайте дважды, а потом удаляйте делайте по своему усмотрению. Сие есть последний раз, когда я на эту тему возникаю. Вы, безусловно, поступаете правильно :)).  Спасибо за искренность, будьте счастливы :)))

",1985
2006,"

 ""имхо не перед тем как удалять -- а перед тем как френдить ...."" - абсолютно согласна :) Сама именно так и делаю. Но с течением времени что-то может измениться: я и человек, который меня френдит. Всяко бывает. Я ничего не имею против. Да, что ты - извиняться :))) не за что:))) Это ж не обязаловка :))) - ""а ну-ка все скинулись по пять комментов в неделю, а кто не скинулся - тот идет гуляет"" :))) Я сама такая же - я часто читаю, не испытывая особой нужды комментить. Не нужно ""отмечаться"". Хочешь - пишешь, хочешь - нет... Да и пишу я, в большинстве случаев для себя. Поэтому меня и отписывают, я полагаю. Это нормально для меня. 


",1985
2006,"

 Не устаю восхищаться способностью видеть хорошее во всем. Ее проявления в поведении мира настигают меня неожиданно, как рассвет, когда мне это больше всего нужно... Спасибо :)  А еще я проверила сегодня замечательный тезис о том, что гречка - восхитительная штука. Если залить ее водичкой с вечера, то с утра можно сразу хавать достаточно будет довести до кипения, что занимает минуты 3, а не положенные ей по праву 25-35...

",1985
2006,"

 Это очень смешно :)  Где-то час назад я почувствовала, что хочу спать. Я читала экономику лежа на кровати (потому что пятую точку я уже отсидела сегодня). Последней моей мыслью было: ""Пойду сделаю себе кофе"". Проснулась 20 минут назад. Смешно до сих пор.  На проверку оказалось, что у меня огромное число знакомых. И среди них обязательно кто-нибудь да откликнется :) Теперь-то я точно не пропаду :)) Свинг со сноубордом сделали свое черное дело

",1985
2006,"

 Радостные и не очень вещи случаются параллельно. Это как соль и сахар. Их достаточно часто кладут вместе. Вкуса прибавляет :) Кто-то из родителей помыл мне окно в комнате. Наверно, папа. Символично. Я вылезла из грандиозного запута и теперь очень легко дышать и думать.

",1985
2006,"

 Вчера вечером мое прошлое вдруг решило встать из могилы и напомнить о себе. На самом деле, я сама неосторожно задела его, случайно, пару месяцев назад. Кто-то помнит о том, о чем я давно забыла. Это странно всегда и не слишком приятно: я забыла, а кто-то помнит. Видимо, придется с этим разбираться. Оно вогнало меня в ступор вчера.

",1985
2006,"

 Анекдот: Стоит нищий в переулке, просит милостыню. Мимо него идет новый русский. Дает доллар. Нищий удивляется, радуется, благодарит его вслед... На следующий день - то же самое. И на следующий. Каждый раз новый русский идет мимо и дает ему доллар. И вот однажды новый русский проходит мимо и не дает доллар. Нищий догоняет его, останавливает: -Ей, парень, постой, а где же мой доллар?! -Да все, прости типа, пацан, нету - разорился. Нищий (удивленно): -Дак а я то тут при чем??!!  Это я к чему? Не люблю спонсорство. Наверно я еще не доросла. Слишком похоже на то, что тебе садяться на шею.

",1985
2006,"

 Было сегодня грустно. А потом был свинг. Я обожаю занятия по фасту. Это факт. Много прыгать и меньше думать. Они самые радостные. Занятия по вариациям - интересные, но я от них в деперссию погружаюсь - потому что ничего не получается. Единственная радостная неновость - это что если много и долго - то получиться. Ну или по крайней мере в какой-то мере. Еще они вызывают у меня нападки совести: типа пришла вот такая я, хотела очень, а ни хрена не работаю - глупая ленивая девочка. Мне становится стыдно - и это вообще полный финиш. Наверно мне надо десяток таких занятий подряд, что стало ясно, что без ентого никуда не уйдешь, а также, чтобы результат спроецировался хотя бы сколько-нибудь заметный. Хотя, наверно, так не бывает. Потому что тут очень много со временем завязано. Как бы устаканивается все постепенно, собирается. Но ступор у меня основательный. Впечатление, что со мной невозможно танцевать. Что не ведусь. Только в этот раз я больше не поддамся на эту утку. Как бы меня не переклинивало. Держись партнеры - я все равно ходит буду! Энтропия будет побеждена. Все равно радостное было занятие. Позитивное. Очень мне нравится топать по полу:)) Наверно, мне просто в детстве не разрешали - дорвалась :))) Интересно, что когда много прыгаешь, то ноги как бы ""забиваются"" и перестают быть мягкими и пружинить. Жестко становится. Это еще в сноуборде у меня было.

",1985
2006,"

 Я вот тоже думаю - не брать в голову. Все пройдет. И это тоже пройдет. И даже весь этот ужас пройдет. :) Спасибо :) Ты вернешься?


",1985
2006,"

 Спасибо. Насчет разминки - думала... не знаю. Разминка есть, разминка неплохая, иногда даже очень хорошая - просто подобное явления я замечала в разных ситуациях, в том числе и на аэробике, где разминка была - ого-го. Все равно через какое-то время мышцы устают. Еще иногда страшно так бывает - подворачивается нога в голеностопе на очередном прыжке. Как будто перестала держаться. Ни разу серьезно не тянула, просто ""проваливаюсь"" на эту ногу, немного пугаюсь. А а сноуборде это у меня происходило после вполне приличного времени катания - часов 3, как минимум. Я относилась к этому, как к нормальной усталости.


",1985
2006,"

 На сколько я успела заметить, розовый десант в массах своих покинул улицы столицы. Вздыхаю с облегчением... :)

",1985
2006,"

 Люди!!! Работал кто-нибудь когда-нибудь с амазоном?? (amazon.com) Мне нужна книжка, а я никак не могу разобраться КАК_ЭТО_СДЕЛАТЬ.... :(((( Вроде и по английски понимаю, и слова все могу перевести - но не складывается оно у меня в СМЫСЕЛ!!! Хелп! Энтропия продолжается уже полгода - это ужОс! Даже завела карту visa под это дело, но воз и ныне там...

",1985
2006,"

 Итак, начинается вторая часть марлезонского балета....  В словах мамы прозвучало желание меня сосватать. И это уже не первый раз :) А я подумала: как часто я сама пытаюсь спроецировать на другого человека свою жизненную модель. Свое видение того, как должно быть, которое часто кажется мне самым лучшим. Особенно, если с этим человеком мы изначально немного похожи. Например, девушки одного возраста. Или занимаемся одним и тем же делом... В свое время, мама страшно переживала и комплексовала по поводу того, что ""все детки уже выбрали себе институтик, а наша детка еще чешет репу"". В результате я тоже выбрала институтик - на чем и успокоились. Но мозгов было прополоскано достаточно на эту тему. Мне прям страшно становится, при мысли о нынешней ситуации. Не говорить с ней об этом? Это ж не выход. Она ведь все равно думать будет. И потихоньку все это будет сочиться мне в мозги. И никакая моя успешная/довольная/веселая/самодостаточная жизнь не разубедит ее в том, что у ее дочери опять все раком, а не как у всех нормальных. Ага, тех самых, которые уже замужем.  Все дело было, вероятно, разбужено чередой свадеб, наступившей в нашем окружении. Там произошла прямо-таки сказочная история Золушки. Моя троюродная сестра (на несколько лет старше меня) имела много каких-то заморочек, потеряла цель и потерялась в жизни, перестала общаться/работать/выходить из комнаты. Через год она все-таки взялась за предложение поработать няней для гуляния в обеспеченных семьях (по знакомству ее устроили). В какой-то момент она пришла к Богу. Потом ее пригласили в сиделки к пожилой, лежачей женщине. Женщина умирала около полугода (или даже год). У женщины был сын. Маша жила в их доме. Не знаю подробностей, что их там привело друг к другу, но когда женщина умерла, ее сын разрешил Маше остаться жить там же(у самой Маши жуткие жилищные условия в семье). И вот неделю назад они расписались и обвенчались. Замечательная свадьба была, говорят :)) В невесте не узнать той, которая была 2 года назад, а жених - жених тот еще добрый молодец :))) - все его любят, верующий, как и она, +обеспеченный. Короче все при всем :)))) Да плюс еще свадьба Кати с Андреем. Да плюс еще несколько знакомых, которые решили именно сейчас бракосочетаться :) Это все, конечно, замечательно - я очень рада за них за всех вместе и за каждого в отдельности. И даже за тех, кого не знаю лично.  А еще дочь одной нашей знакомой закончила в этом году МАРХИ. И работа у нее есть и все в шоколаде и все ей нравится.  И вот значит мама так про все это рассказывает, что кажется, будто следующей фразой будет: ""Бывают же люди - не то что мы..."" Опять у нас (читай у меня) все не как у людей. Принца, видите ли, на белом лимузине коне с 10кг шоколада ведром роз не хватает! Порой просто хочется сразу удавиться.  Поражает меня изменение запросов по мере необходимости: то есть личная жизнь не должна мешать мне учиться, но если жизнь вдруг нафиг исчезает - то нужно срочно это лечить, без работы вроде как плохо, но когда я поздно приезжаю домой - это тоже плохо, а когда при этом оказывается, что я устала - то нафиг такую работу, когда оказывается, что мне интересна компания где подходящий возраст (!!!) не наличествует, то нафиг такую компанию.  И поражает желание засунуть меня в тот же шаблон. ""И мне же лучше будет"". И я ведь прям ведь засунусь... Я ж уже проходила это все. Какой маразм. Ведь и правда - ну почему не может быть все именно так, как ей хочется? Не сопротивляться же нарочно-то? Бред. Но это такая колея! в которой я уже одной ногой. Просто было несколько лет, когда я могла заниматься чем мне заблагорассудиться, ходить туда, куда хочу и с тем, с кем хочу. А сейчас - пора начинать репетировать.  Мне тяжело осознавать, что то, что я себе могу представить - оно на самом деле не так сильно отличается от маминого. Не так много я могу себе представить, на самом деле. Фантастику что ль почитать? :) И именно от этого отсутствия представления, своего собственного, у меня тут все сразу виноваты.

",1985
2006,"

 Все верно. Все те же вопросы. Я себе тоже задаю. пока не ответила :) 


",1985
2006,"

 ""я догадался, но было поздно"" - так вот и женятся :)))


",1985
2006,"

 Вот ведь блин. Прям обЫдно. Всегда ведь такая аккуратная. Перерыла всю комнату - не могу найти бумагу о том, что прошла тренинг. Блииин. Куда я ее девала??? Ну куда я могла ее девать???!! Неужели выкинула нечаянно? Я просто ВСЕ обыскала. И нашла все, кроме этой бумажки. Кто ее съел?? Или ее не было, а я все придумала???

",1985
2006,"

 еще тетрадка, еще одна фраза... еще... не, не только бумажка. И все-таки бредово, что я ее посеяла. Я помню, что я хотела сныкать ее куда-нить, чтобы было, но никому не видно. Сныкала. Вот. Насмерть.


",1985
2006,"

 а файл?? и файл тоже???


",1985
2006,"

 Я знаю: плохое настроение у меня - периодично. Точно знаю. Периодичность - ровно раз в месяц. Можно даже порадоваться - я здорова, да:))) До безумия. И аккуратно раз в месяц я готова всех убить и сама убиться. Подождите немного, это через несколько дней пройдет само собой. Самоликвидируется. Рассосется.  проблемы-то остаются, но накал исчезает. И выть уже не будет хотеться. Только решать.

",1985
2006,"

 Спасибо :) 


",1985
2006,"

 В субботу с утра ходила кататься на лошадках :). Часа три по лесу :) Давно не каталась - получила удовольствие + ножки болят с непривычки. Сильно было, конечно. Все супер, все здорово сложилось, плоть до погоды :)) А потом я поехала в Подосинки. Я не буду говорить обо всем - там было много всего. Было две главных вещи. Сначала девушка Ира. Вечером мы пошли купаться на маленькую речку. Видя ее в одежде - я просто знала, что это приятной внешности девушка. Но вот в тот момент, когда она входила в воду, стояла на песчаном пляжике, завершнувшись в дивное полотенце - так нежно, спокойно и тепло - она была очень красивой женщиной. В спокойной воде неподвижно лежало ее отражение.... Просто нет слов - такая мягкость, теплота, женственность - красота земная и вечная - была в ней. Запомнилось. А еще у нее был голос. Она замечательно пела. Закрывать глаза и течь этим голосом, в бесконечность, взлетать и замирать на вдохе! А еще она сварила великолепный глинтвейн. Мне кажется, я такого вкусного никогда не пила. А потом я съела добрую мисочку глинтвейновых фруктов. ммм... И в результате этого со мной случилась вторая важная вещь. Я сползла с бревнышка и сидела на земле, привалившись к нему спиной. И Миша с Сашей заиграли какую-то знакомую мне песню. Я знала слова. И я начала ПЕТЬ. Почему-то для меня это очень важно. Я никогда не пела. Всегда только слушала. И слова могла только как стихи прочитать. Когда я слышала песню, которая нравилась, и начинала подпевать - я чувствовала, что все порчу и наслаждение от слушания - тоже. Мне очень нравилось слушать. Особенно, когда поют хорошо. А тут я начала петь. И мой голос больше не мешал мне, не путался, не портил, мне кажется, у меня что-то получилось, просто лучше чем обычно. Может быть глинтвейн, может, настроение, может быть, мне помог Ирин голос - было легче подражать ей, но я как будто открыла в себе что-то новое. Как когда начала танцевать. И весь этот вечер я то слушала, то пробовала свое новое состояние, пробовала на вкус разные песни, из тех, что знала... Одни, мне казалось, удавались ,другие - нет, но ощущение в целом было совершенно особенным. Вечер получил еще один смысл. Это очень похоже на то, как мне когда-то было легче повторять движения вместе со всеми, чем услышать ритм в музыке. А до этого не получалось повторять. может быть, здесь происходит то же самое?? Я поняла вчера, чего я реально хочу - не научиться играть на гитаре, а петь. Я больше не была отделена чем-то от этих до вчерашнего дня незнакомых мне людей. Это так потрясло меня вчера, и все еще живо сегодня, так живо, что я плачу, когда пишу об этом. Как будто в мире появилось новое измерение. И сразу же появился страх ,что оно пропадет. Что это был просто глинтвейн, просто вечер и я его потеряю. Хотя я думаю, что так не будет. Если я нашла один раз - то обязательно найду еще раз...

",1985
2006,"

 Цензура, прости меня, ты не любишь скроллинг, а я не люблю lj-cut. Давай че-нить обоюдное придумаем. Я охотно уберу под кат всякое нытье и говнище, какое уж есть, и мат - какой уж проскочит - но блииин - ну в этот раз даже мысли не возникло - даже рука не дрогнула - сама не заметила, как написалось. Скажи мне, зачем под кат? У меня есть только 2 варианта ответа на этот вопрос: большие фотки и матерные посты. Твои варианты?


",1985
2006,"

 Да. Дурацкая тем тут у меня всплыла. В совершенно неожиданных местах. У меня есть друзья, совершенно замечательные. Мужчины. Я их люблю. Всех вместе и каждого в отдельности. КАК ДРУЗЕЙ ЛЮБЯТ. Все.  Блин, иногда мне просто становится страшно.

",1985
2006,"

 У меня в комнату с утра солнце. В окна. Жарко и я не могу спать. Пришлось сегодня проснуться рано. Не выспалась. Вывод: буду раньше ложиться.

",1985
2006,"

 Я любуюсь красивыми девушками. Сейчас лето и девушек действительно _много_видно_ из-под одежды :))) И много красивых. Причем чаще всего я обращаю внимание на как-то по-особенному, нестандартно красивых девушек. Смотрю и думаю: вот ведь как бывает - а дочего же замечательно! Просто... ух! Сегодня у меня был 1 час 15 минут глубокого созерцания. И еще по часу по дороге туда и обратно. Как мне это нравится :))) Хорошо, что я не парень. А то меня нельзя было бы выпускать летом на улицу :) Я бы ни за что не смогла дойти туда, куда мне надо бы...  А еще безумно хочется въетнамки. Знаю, что мне ни черта они не подходят - у меня слишком широкая ножка - а все равно так хочется... просто блин.  А свинг почему-то соврешенно не прет. Прям даже страшновато. Впереди ж 2 недели. А еще после лошадей у меня именно сегодня все дико болит. Видимо, там пообрывались все мышечные волокна сразу. Левая нога сегодня на танцах подволакивалась и цеплялась за правую. А правая - подволакивалась и цеплялась за левую. Вместо триплстепов я как-то нелепо подпрыгивала. И хожу я как пингвин. Ужасно. А вчера еще было нормально... :)))

",1985
2006,"

 а мизинчик не сваливается? Они всегда на удивление узенькие. На точеные ножки, видимо.


",1985
2006,"

 а если запретить - то будет возможно?? :))) ты подумай хорошенько..


",1985
2006,"

 Я ее вспомнила. Ту песню, с которой я начала петь. А в море плавают медузы, Кораблик борется с волнами, На край земли везет он грузы, Чтоб на краю земли забот не знали. Луной по океану Серебряные прутья, Не спится капитану... А мы - мы люди сухопутья.  Уйти труднее, чем остаться, Сломаться легче, чем согнуться, Забыть труднее, чем расстаться, А сгинуть проще, чем вернуться. О, как она заплачет, К тебе прижавшись грудью... Дай Бог тебе удачи! А мы - мы люди сухопутья.  А здесь молиться должен кто-то, Чтоб выжил ты и в бурю спасся. Пусть вы - морские Дон-Кихоты, А мы тогда - земные Санчо Панса. И пусть несет вам случай Удачу или горе. Мы ждать умеем лучше, Чем те, кто плавает по морю.  Ты сам судьбы своей не знаешь, Зачем ты обрываешь узы? Зачем ты в море уплываешь? - Затем, что в море плавают медузы. Чтоб слезы в душу капали, Уйду в далекий путь я... Плыви себе, кораблик! А мы - мы люди сухопутья. Как жаль, что мы - люди сухопутья.

",1985
2006,"

 у меня в комнате 28 градусов жары. Я даже есть не хочу при такой температуре. Пью и ем морковки. Причем однажды такое уже заканчивалось жутким отравлением и неделей на сухариках с чаем. Блин.

",1985
2006,"

 сейчас я поняла, что единственный экземпляр моей работы по экономике, существующий в природе, сдан этому ужасному Старкову... Черновики я выкинула давно. Фотографии этой работы, которые я точно сделала, я не могу найти. Может быть, я их удалила. Или не переписала в тот сумасшедший день, когда я ни фига не спала и пошла сдавать эту гребаную работу. Теперь, к защите, мне нужны коэффициенты. Да-да. Первая страничка той самой галимой работы.  Нельзя быть такой дурой. Мне грустно. Я, конечно, попытаю счастья на кафедре... но.... свой экзаменационный билет я писала на оборотной стороне чьей-то работы. Нельзя быть такой дурой. Или считать все заново. Мои замечательные баллансы площадей. Мои замечательные расчеты средних и общих и всякого говна... Тьфу, как мне грустно.

",1985
2006,"

 В поисках ответа на некий вопрос я интересуюсь компетентным мнением 1 уважаемого мной человека. ""А"" ,- говорит он, - ""Это самая/самая/проверенная/лучшая/общепризнанная/на себе тестированная система. Точно!"" Киваю. При случае интересуюсь компетентным мнением 2 уважаемого мной человека. ""Б"", - говорит он, - ""Есть еще А, и В, и Г, и Д. Но все это ничто, по сравнению с Б. Б - это открытие в данной области. Сама посмотри - как оно логично и очевидно. Видишь?"" Вижу. Спрашиваю компетентного мнения 3 уважаемого мной человека. ""В"", - говорит он: "" Уж не знаю, что там с А, но Г и Д - точно не стоит пробывать. Все испортишь. В них ведь нет никакого смысла. Я так считаю. Выбор, конечно, за тобой"".  м-да. И тут меня осеняет мысль, прозрачная, как слеза младенца. Е! Конечно же, Е. Е - сочиненное не без помощи прочих, но мною. Лично. И для меня. Неповторимое и единственное. Не надо изобретать колесо, но к стандартному велосипеду иногда необходимо приделать третье. Или убрать одно. По потребности. Моей.  Конечно, не надо торопиться. Конечно, первые трехколесные или одноколесные велосипеды улетят в кювет. Скорее всего. В этом даже не будет ничего сверъестественного. Или не улетят. Может быть, даже придется остановиться на стандартной комплектации. А может не придется. Нету правила.  Папа недавно рассказал мне: был такой футболист,хромой. И, бегая по полю, он явственно припадал на одну ногу. И всем противникам казалось, что он бежит именно в ту сторону. А он мог бежать в любую другую. И он обводил их. Возможно, мне будет удобнее всего именно на трехколесном велосипеде. 

",1985
